parent_asin,title,month_year,review_count,avg_rating,date
B0000DBYKM,Mia's Math Adventure: Just In Time [Old Version],2022-03,1,5.0,2022-03-01
B0000DBYKR,Mia's Science Adventure: Romaine's New Hat,2022-03,1,5.0,2022-03-01
B0000E6NK9,Mac OS X 10.3 Panther [OLD VERSION],2008-01,1,4.0,2008-01-01
B0000EI9UM,QuickBooks Pro 2004,2007-08,1,1.0,2007-08-01
B0000ZJ8N0,Physicus (Jewel Case),2007-07,1,4.0,2007-07-01
B00014TCTA,CorelDraw Graphics Suite 12 OLD VERSION,2021-02,1,5.0,2021-02-01
B00014TCTA,CorelDraw Graphics Suite 12 OLD VERSION,2025-03,1,1.0,2025-03-01
B00018AUBK,Music Ace Deluxe,2010-11,1,5.0,2010-11-01
B0001AU6I0,Pinnacle Studio 9 [OLD VERSION],2007-11,1,2.0,2007-11-01
B0001AV5YE,Symantec NORTON UTILITIES 8.0 FOR MAC ( 10219188 ),2010-06,1,3.0,2010-06-01
B0001GU7JC,Mavis Beacon Teaches Typing 16 [OLD VERSION],2008-07,1,1.0,2008-07-01
B0001N7SVU,Talk Now! Arabic (Modern Standard),2016-05,1,4.0,2016-05-01
B0001X6IJ8,KidSpeak Spanish,2007-12,1,3.0,2007-12-01
B0001XNGZ2,Final Draft 7 Professional Scriptwriting [OLD VERSION],2010-06,1,5.0,2010-06-01
B00022PTRU,Microsoft Windows XP Home Edition with Service Pack 2 - Full Version,2009-07,1,2.0,2009-07-01
B00025O87E,Symantic PartitionMagic v8.0 (1 User),2008-06,1,4.0,2008-06-01
B00026677C,Dr. Seuss Kindergarten,2009-08,1,1.0,2009-08-01
B00027X7VK,How Many Bugs In A Box?,2017-08,1,5.0,2017-08-01
B00028CAGC,Nero PhotoShow Elite,2008-11,1,5.0,2008-11-01
B00029BPNA,My Software - Resumes,2017-09,1,2.0,2017-09-01
B00029LN78,Reader Rabbit Personalized Preschool Deluxe (2 CD-ROM Set) (Compatible with Windows XP / Vista ONLY),2013-02,1,4.0,2013-02-01
B00029LN78,Reader Rabbit Personalized Preschool Deluxe (2 CD-ROM Set) (Compatible with Windows XP / Vista ONLY),2014-01,1,1.0,2014-01-01
B00029LN78,Reader Rabbit Personalized Preschool Deluxe (2 CD-ROM Set) (Compatible with Windows XP / Vista ONLY),2017-09,1,5.0,2017-09-01
B00029QX0A,MICROSOFT PHOTO PREMIUM 10,2019-11,1,3.0,2019-11-01
B0002D0KX2,PC-cillin Internet Security 2004,2007-11,1,4.0,2007-11-01
B0002D1522,Microsoft Money Small Business 2005 [Old Version],2007-11,1,5.0,2007-11-01
B0002E6CMY,Stealthray Deluxe,2018-06,1,1.0,2018-06-01
B0002G71T0,Apple Mac OS X 10.4 Tiger [OLD VERSION],2008-06,2,3.5,2008-06-01
B0002G71T0,Apple Mac OS X 10.4 Tiger [OLD VERSION],2008-08,1,5.0,2008-08-01
B0002G71T0,Apple Mac OS X 10.4 Tiger [OLD VERSION],2017-02,1,3.0,2017-02-01
B0002J6HV0,Math Missions with Card Game Kindergarten-2nd Grade [Old Version],2013-07,1,4.0,2013-07-01
B0002J6HV0,Math Missions with Card Game Kindergarten-2nd Grade [Old Version],2020-06,1,5.0,2020-06-01
B0002J6I78,ZoneAlarm Security Suite 2005,2007-12,1,4.0,2007-12-01
B0002T8812,McAfee Internet Security 2005 7.0 [Old Version],2008-01,2,3.0,2008-01-01
B0002T8812,McAfee Internet Security 2005 7.0 [Old Version],2008-05,1,1.0,2008-05-01
B0002UCSKI,Norton Internet Security 2005 - Single User,2008-04,1,1.0,2008-04-01
B0002UVCBY,QuickBooks Simple Start Edition 2005,2018-01,1,5.0,2018-01-01
B0002XYDXK,Learn French Now! 10.0,2011-09,1,5.0,2011-09-01
B00030096W,Dragon NaturallySpeaking 8 Standard (Old Version),2008-09,1,4.0,2008-09-01
B00030096W,Dragon NaturallySpeaking 8 Standard (Old Version),2010-03,1,5.0,2010-03-01
B0003009IK,Dragon NaturallySpeaking 8 Preferred (Old Version),2017-09,1,5.0,2017-09-01
B00030CBXQ,Corel Painter IX.5 [OLD VERSION],2016-02,1,2.0,2016-02-01
B00062AJOO,QuickBooks Pro 2005,2008-06,1,2.0,2008-06-01
B00062AKK2,TurboTax Deluxe 2004 [Old Version],2008-02,1,1.0,2008-02-01
B00062AKK2,TurboTax Deluxe 2004 [Old Version],2008-08,1,4.0,2008-08-01
B0006460RM,TaxCut 2004 Deluxe [Old Version],2008-03,1,3.0,2008-03-01
B00065HG6U,Talking Typing Teacher,2014-12,1,1.0,2014-12-01
B00066988S,Photo Explosion Deluxe 2.0,2018-04,1,5.0,2018-04-01
B00066988S,Photo Explosion Deluxe 2.0,2018-08,1,5.0,2018-08-01
B0006I0VQO,"ClickArt Fonts 15,000",2011-08,1,1.0,2011-08-01
B0006IQN0C,COSMI Stealth Web Surfer ( Windows ),2018-01,1,1.0,2018-01-01
B00075VS68,WeatherBug Plus,2017-11,1,5.0,2017-11-01
B00076IV44,Reading Blaster Ages 6 - 8,2017-09,1,4.0,2017-09-01
B0007LW22G,Apple iLife '06 (Mac DVD) [OLD VERSION],2009-04,1,5.0,2009-04-01
B0007LW230,Apple .Mac 4.0 Online Service (Mac) [DISCONTINUED PRODUCT/SERVICE],2010-02,1,5.0,2010-02-01
B0007M4MJ6,Jump Start First Grade Math,2017-12,1,5.0,2017-12-01
B0007Z72OK,Better Homes and Gardens Landscaping and Deck Designer [OLD VERSION],2011-04,1,3.0,2011-04-01
B00092D7VI,CreataCard Select 6,2009-07,1,1.0,2009-07-01
B00099YLPM,The Journey to Wild Divine Biofeedback Software & Hardware for PC & Mac: The Passage,2009-02,1,5.0,2009-02-01
B00099YLPM,The Journey to Wild Divine Biofeedback Software & Hardware for PC & Mac: The Passage,2009-04,1,5.0,2009-04-01
B0009G2K12,"SwordSearcher Bible Software For Windows With Theology,Maps,Commentary: King James, Wycliffe, Darby,Textus Receptus, Luther, Easton, Fausset, Hitchcock,Strong,Spurgeon,Albert Barnes,Burkitt Clarke, Jamieson-Fausset-Brown,Keil and Delitzsch,Newell,Poole,Scofield,Spurgeon,John Wesley,Larkin, Bullinger, and more",2021-08,1,5.0,2021-08-01
B0009KLGJU,Microsoft Money 2006 Deluxe OLD VERSION,2009-02,1,1.0,2009-02-01
B0009MFHGQ,Mosby's Medical Encyclopedia,2018-03,1,1.0,2018-03-01
B0009MI056,Sesame Street Let's Make a Word,2009-01,1,5.0,2009-01-01
B0009N5FBW,Carmen Sandiego Think Quick Challenge - PC/Mac,2019-04,1,5.0,2019-04-01
B0009QUV72,Nova Scrapbook Factory Deluxe 3.0 [OLD VERSION],2008-11,1,1.0,2008-11-01
B0009VT9L6,Aquazone Seven Seas Collection,2009-07,1,5.0,2009-07-01
B0009XB15Q,Quicken Premier Home & Business 2006 [Old Version],2022-02,1,5.0,2022-02-01
B0009YL5RO,PICTURE PUBLISHER 7,2021-11,1,5.0,2021-11-01
B000A3ZLHE,PowerDirector 5,2009-09,1,3.0,2009-09-01
B000AMFH4M,McAfee Internet Security Suite 2006 [Old Version],2009-08,1,1.0,2009-08-01
B000AMPJPY,ScanSoft OmniPage 15 [OLD VERSION],2010-03,1,2.0,2010-03-01
B000AMZLRU,StatTrak Address Manager,2018-02,1,5.0,2018-02-01
B000ANCUMS,COSMI Print Perfect Deluxe ( Windows ),2017-12,1,5.0,2017-12-01
B000AOJOUI,SiteSpinner,2019-04,1,3.0,2019-04-01
B000AOJOUI,SiteSpinner,2019-06,1,5.0,2019-06-01
B000B642OI,Crazy Machines: The Wacky Contraptions Game,2010-02,1,5.0,2010-02-01
B000B6N2O4,Webroot Spy Sweeper Antispyware 5.x,2009-10,1,2.0,2009-10-01
B000B6N2O4,Webroot Spy Sweeper Antispyware 5.x,2009-12,1,3.0,2009-12-01
B000B8FZ0Q,Math Blaster: Ages 6-9,2017-12,1,5.0,2017-12-01
B000B8K7SG,TurboTax Deluxe 2005 with State Win/Mac [Old Version],2009-03,1,5.0,2009-03-01
B000B8K7SG,TurboTax Deluxe 2005 with State Win/Mac [Old Version],2021-01,1,5.0,2021-01-01
B000BAV2FG,Norton AntiVirus 2006 [Old Version],2009-10,1,2.0,2009-10-01
B000BAV2FG,Norton AntiVirus 2006 [Old Version],2016-04,1,5.0,2016-04-01
B000BJLN10,PC-Cillin Internet Security 2006 Old Version,2009-01,1,5.0,2009-01-01
B000BJLN10,PC-Cillin Internet Security 2006 Old Version,2009-11,1,5.0,2009-11-01
B000BKOVZO,TurboTax Estimated Taxes Quarterly Income Tax Filer Win/Mac,2009-04,1,1.0,2009-04-01
B000BQJFLS,SERIOUS MAGIC Vlog It! ( Windows ),2014-08,1,5.0,2014-08-01
B000BR39UA,Pure Networks Network Magic 2.0,2023-09,1,1.0,2023-09-01
B000BT8TRQ,Microsoft Visual Studio Standard 2005 OLD VERSION,2018-02,1,5.0,2018-02-01
B000BV85PU,Spyware Doctor 2006 [Old Version],2009-03,1,5.0,2009-03-01
B000BX7GAI,Apple .Mac 5.0 [DISCONTINUED PRODUCT/SERVICE],2018-09,1,1.0,2018-09-01
B000BYPFT6,Mavis Beacon Teaches Typing 15,2017-12,1,2.0,2017-12-01
B000CAV5C0,Acronis True Image Backup 9.0 [OLD VERSION],2009-10,1,5.0,2009-10-01
B000CR27A2,Beyond TV 4,2010-06,1,3.0,2010-06-01
B000DT87W6,Acronis True Image Backup 9.0 [OLD VERSION],2009-06,1,1.0,2009-06-01
B000DT87W6,Acronis True Image Backup 9.0 [OLD VERSION],2009-10,1,2.0,2009-10-01
B000EFZKPQ,"Zoombinis 3 Game Pack - Island Odyssey, Logical Journey, Mountain Rescue",2017-02,1,4.0,2017-02-01
B000EQRR6A,Games Just for Toddlers,2010-01,1,3.0,2010-01-01
B000ETRTX8,Microsoft Works 8.0 [Old Version],2016-07,1,5.0,2016-07-01
B000ETRTX8,Microsoft Works 8.0 [Old Version],2017-11,1,5.0,2017-11-01
B000EXQ2CS,Jumpstart Advanced 3rd Grade V2.0,2022-02,1,1.0,2022-02-01
B000EXU9AY,Print Explosion Deluxe 3.0 (Mac) [Old Version],2011-08,1,1.0,2011-08-01
B000GI0HR2,Quicken Personal Finances 2007 for Mac [OLD VERSION],2010-05,1,4.0,2010-05-01
B000GP1666,Microsoft Digital Image Suite 2006 Anniversary Edition [Old Version],2010-08,1,5.0,2010-08-01
B000GP1666,Microsoft Digital Image Suite 2006 Anniversary Edition [Old Version],2019-07,1,5.0,2019-07-01
B000GUDDXA,Dragon NaturallySpeaking 9 Standard [OLD VERSION],2010-09,1,3.0,2010-09-01
B000HBVVG4,QuickBooks Pro 2007 Small Business Financial Software [OLD VERSION],2010-02,1,4.0,2010-02-01
B000HCTYRG,Microsoft Streets and Trips 2007 [OLD VERSION],2010-06,1,2.0,2010-06-01
B000HCVR1M,Microsoft Office Excel 2007 Old Version,2018-02,1,5.0,2018-02-01
B000HCVR30,Microsoft Office Professional 2007 FULL VERSION Old Version,2010-07,1,5.0,2010-07-01
B000HCVR30,Microsoft Office Professional 2007 FULL VERSION Old Version,2013-03,1,5.0,2013-03-01
B000HCVR5S,Microsoft Word 2007 Version Upgrade,2013-07,1,4.0,2013-07-01
B000HCXKLC,Microsoft Outlook 2007 OLD VERSION,2010-07,1,5.0,2010-07-01
B000HCXKLC,Microsoft Outlook 2007 OLD VERSION,2011-05,1,1.0,2011-05-01
B000HCXKLC,Microsoft Outlook 2007 OLD VERSION,2011-08,1,3.0,2011-08-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2010-07,1,5.0,2010-07-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2010-10,2,4.5,2010-10-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2011-03,1,4.0,2011-03-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2011-06,1,5.0,2011-06-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2011-09,1,5.0,2011-09-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2011-10,2,5.0,2011-10-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2011-11,1,5.0,2011-11-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2012-02,1,1.0,2012-02-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2012-04,1,5.0,2012-04-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2012-05,2,3.0,2012-05-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2013-05,1,4.0,2013-05-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2013-08,1,3.0,2013-08-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2014-09,1,5.0,2014-09-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2018-11,1,4.0,2018-11-01
B000HCZ8EO,Microsoft Office Home and Student 2007 Old Version,2020-08,1,5.0,2020-08-01
B000HCZ8GM,Microsoft Visio Standard 2007 Version Upgrade Old Version,2019-03,1,5.0,2019-03-01
B000HCZ9AW,Microsoft Windows Vista Home Premium Full Version DVD - Old Version,2010-07,1,1.0,2010-07-01
B000HCZ9AW,Microsoft Windows Vista Home Premium Full Version DVD - Old Version,2010-12,1,1.0,2010-12-01
B000HE3466,McAfee Internet Security Suite 2007 [Old Version],2010-03,1,5.0,2010-03-01
B000HE4OJM,PC-Cillin Internet Security 2007 - 3 User [OLD VERSION],2009-11,1,5.0,2009-11-01
B000HE4OJM,PC-Cillin Internet Security 2007 - 3 User [OLD VERSION],2010-03,1,3.0,2010-03-01
B000HKN4W4,ZoneAlarm AntiVirus,2010-01,1,5.0,2010-01-01
B000HL8ZIG,Capture and Create-Simply School Days,2015-07,1,1.0,2015-07-01
B000HLRAJG,Act! By Sage 2007 [Version 9],2010-02,1,1.0,2010-02-01
B000HYUJXC,Checksoft Personal Deluxe,2023-08,1,5.0,2023-08-01
B000I2Y0CY,Norton Antivirus 2007 Old Version,2010-10,1,5.0,2010-10-01
B000I8FADG,Writer's Dream Kit 4.0,2017-09,1,1.0,2017-09-01
B000IAMRXK,Norton Internet Security Suite 2007 - 3 User [OLD VERSION],2010-12,1,1.0,2010-12-01
B000IAMRXK,Norton Internet Security Suite 2007 - 3 User [OLD VERSION],2021-01,1,5.0,2021-01-01
B000IMEZDS,Time - Life Astrology,2024-08,1,1.0,2024-08-01
B000IMZUQO,Panda Internet Security 2007,2010-03,1,4.0,2010-03-01
B000JBXXU4,PDF CONVERTER 4 MINIBOX,2010-08,1,1.0,2010-08-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2010-01,1,4.0,2010-01-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2010-02,1,5.0,2010-02-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2010-04,1,5.0,2010-04-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2010-05,2,1.0,2010-05-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2018-06,1,2.0,2018-06-01
B000JD3AIW,2006 TurboTax Deluxe Federal + State Deduction Maximizer Win/Mac [OLD VERSION],2021-01,1,5.0,2021-01-01
B000JLBLTY,Bluebeam PDF Revu: Standard Edition,2016-09,1,5.0,2016-09-01
B000JX7GXM,JumpStart Toddler,2012-08,1,3.0,2012-08-01
B000JX7GXM,JumpStart Toddler,2016-11,1,5.0,2016-11-01
B000JX7GXM,JumpStart Toddler,2019-06,1,5.0,2019-06-01
B000K2P9HM,H&R Block Taxcut 2006 Premium Federal + State Win/Mac,2010-05,1,1.0,2010-05-01
B000K757W4,Business Card Factory Deluxe 3.0,2018-08,1,5.0,2018-08-01
B000KGGL8E,"Microsoft Office Professional Edition 2003 for System Builders, Win32",2017-02,1,3.0,2017-02-01
B000KTV2RQ,Landscape Design Software,2018-02,1,4.0,2018-02-01
B000LJTH04,iolo System Mechanic 7 - 3 PCs,2011-09,1,5.0,2011-09-01
B000LJUSZW,Quicken Deluxe 2000 for Macintosh,2015-09,1,5.0,2015-09-01
B000M25NFS,Workshare Professional 5.0 (1-Year Term),2012-01,1,3.0,2012-01-01
B000M2WPIQ,Microsoft Windows Vista Ultimate UPGRADE Limited Numbered Signature Edition [DVD] [Old Version],2010-03,1,5.0,2010-03-01
B000MTEBTU,Corel Painter X (OLD VERSION),2012-03,1,4.0,2012-03-01
B000NIJ66I,AutoCAD LT 2008 [OLD VERSION],2017-10,1,5.0,2017-10-01
B000NKPFAM,Roboform Password Manager & Form Filler [Old Version],2014-04,1,2.0,2014-04-01
B000OZI8QO,TLC Blue's Clues Preschool Learning System 2008,2020-04,1,5.0,2020-04-01
B000P895D0,Rosetta Stone V3: Spanish (Spain) Level 1-3 Set [OLD VERSION],2010-12,1,5.0,2010-12-01
B000Q1N7FS,Zonealarm Internet Security Suite 2007 [OLD VERSION],2011-01,1,5.0,2011-01-01
B000Q1OTTG,iBank [OLD VERSION],2013-05,1,4.0,2013-05-01
B000Q6ZK3K,Microsoft Works 9.0,2012-01,1,5.0,2012-01-01
B000Q6ZK3K,Microsoft Works 9.0,2014-02,1,4.0,2014-02-01
B000Q6ZK3K,Microsoft Works 9.0,2018-05,1,5.0,2018-05-01
B000Q6ZK3K,Microsoft Works 9.0,2020-11,1,5.0,2020-11-01
B000Q6ZK3K,Microsoft Works 9.0,2021-02,1,4.0,2021-02-01
B000QFQA3K,Web Easy 7.0 Professional,2012-04,1,5.0,2012-04-01
B000R99IFC,Jump Start 3rd Grade,2017-04,1,5.0,2017-04-01
B000R99IFC,Jump Start 3rd Grade,2017-08,1,5.0,2017-08-01
B000R99IFC,Jump Start 3rd Grade,2017-11,1,5.0,2017-11-01
B000R99IFC,Jump Start 3rd Grade,2022-02,1,5.0,2022-02-01
B000R99JXI,JumpStart 5th Grade,2017-04,1,2.0,2017-04-01
B000R9BNO6,Knowledge Adventure Jump Start 4th Grade,2017-03,1,5.0,2017-03-01
B000TFG00U,"Rosetta Stone V3: French, Level 1, 2 & 3",2011-07,1,5.0,2011-07-01
B000TMHZX4,McAfee Internet Security Suite 2008 - 3 User [OLD VERSION],2017-08,1,2.0,2017-08-01
B000TMHZXE,McAfee VirusScan Plus 2008 [OLD VERSION],2011-03,1,5.0,2011-03-01
B000U0AEE2,Quicken 2008 Home & Business [OLD VERSION],2010-12,1,1.0,2010-12-01
B000V4PLWM,QuickBooks Pro 2008 [OLD VERSION],2011-11,1,1.0,2011-11-01
B000V6YPAY,Windows Live OneCare 2.0 (Up to 3 Users),2011-04,1,3.0,2011-04-01
B000VJTL1Y,Corel Paint Shop Pro Photo X2 OLD VERSION,2011-04,1,3.0,2011-04-01
B000VJTL1Y,Corel Paint Shop Pro Photo X2 OLD VERSION,2011-08,1,4.0,2011-08-01
B000VJTL1Y,Corel Paint Shop Pro Photo X2 OLD VERSION,2012-10,1,1.0,2012-10-01
