parent_asin,title,month_year,review_count,avg_rating,date
B015HHMYZO,He Stole Her Heart and Popped the Question so She Stole His Last Name Sign with Black Frame Available,2020-01,1,3.0,2020-01-01
B015HHMYZO,He Stole Her Heart and Popped the Question so She Stole His Last Name Sign with Black Frame Available,2020-12,1,5.0,2020-12-01
B015HQ8KNU,Seasonal Fruit + Veggie Poster,2022-10,1,1.0,2022-10-01
B015HUNI7E,Hand Stamped Jewelry // Personalized Necklace // Necklace with Kids Names // Sterling Silver Disc Necklace,2025-05,1,3.0,2025-05-01
B015HVSUQM,"Dainty Sterling Silver Hand Stamped Date Initials Necklace for Women Girls, 18” Silver Oval Link Chain Necklace, Personalized Simple Cute Freshwater Pearl Heart Pendant Initial Necklace",2022-01,1,5.0,2022-01-01
B015HVSUQM,"Dainty Sterling Silver Hand Stamped Date Initials Necklace for Women Girls, 18” Silver Oval Link Chain Necklace, Personalized Simple Cute Freshwater Pearl Heart Pendant Initial Necklace",2024-01,1,5.0,2024-01-01
B015I6S9S0,"Philadelphia Skyline With Bold Name, Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2023-03,1,5.0,2023-03-01
B015IC4QUO,"St. Louis Skyline With Script Name, Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2022-07,1,5.0,2022-07-01
B015IECBN6,"Fairy Door, Fairy Garden, Stocking Stuffer, Red, Garden Decor, Birthday Gift, HANDMADE and READY TO SHIP!",2020-07,1,4.0,2020-07-01
B015IYFN68,Custom Embroidered White Grandmother Grandma Cotton Apron with Children's Faces and Names,2019-02,1,5.0,2019-02-01
B015JHQ1QA,Personalized Dog Toy burlap storage tote,2019-02,1,3.0,2019-02-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2019-02,1,4.0,2019-02-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2019-10,1,4.0,2019-10-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2020-01,1,5.0,2020-01-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2020-05,2,5.0,2020-05-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2021-01,1,2.0,2021-01-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2021-02,1,3.0,2021-02-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2021-03,1,5.0,2021-03-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2021-11,3,4.333333333333333,2021-11-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2021-12,1,4.0,2021-12-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2022-04,1,4.0,2022-04-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2022-05,1,1.0,2022-05-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2022-11,1,4.0,2022-11-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2023-01,1,4.0,2023-01-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2023-11,1,4.0,2023-11-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2024-02,1,5.0,2024-02-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2024-03,1,4.0,2024-03-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2025-07,1,5.0,2025-07-01
B015JTXR1K,Mothers Day Gift for Her Two Cursive Initials Name Necklaces for Women R Heart Love Necklace in Gold Silver Rose Gold Personalized Jewelry for Girls Customize Initial Birthday Gifts for Her -DCIN,2026-02,1,5.0,2026-02-01
B015JUMCSI,custom aluminum adjustable ring PAIR,2020-05,1,5.0,2020-05-01
B015KJQASQ,Good Impression Dentist Card,2022-09,1,5.0,2022-09-01
B015L5BJ62,Essential Oil Terracotta Diffuser Necklace,2019-08,1,5.0,2019-08-01
B015L93YNE,"Red Statement Bib Necklace with Chunky Tagua Nut, Handmade Beaded Costume Jewelry for Women",2022-05,1,5.0,2022-05-01
B015LIHX7S,"Custom Cut 6.75"" Wood Letter or Number (You choose the cut and color!)",2021-05,1,3.0,2021-05-01
B015LM1IP2,.925 Sterling Silver Blue Grecian Goddess Grapes Large Cameo Ring,2025-11,1,5.0,2025-11-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2019-02,1,3.0,2019-02-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2019-11,1,5.0,2019-11-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2020-04,1,2.0,2020-04-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2020-10,1,4.0,2020-10-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2020-11,1,5.0,2020-11-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2021-06,1,5.0,2021-06-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-01,1,5.0,2022-01-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-02,1,5.0,2022-02-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-03,1,5.0,2022-03-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-05,2,5.0,2022-05-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-06,2,4.0,2022-06-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-08,1,5.0,2022-08-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-09,1,5.0,2022-09-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2022-12,1,2.0,2022-12-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2023-01,1,2.0,2023-01-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2023-03,3,4.666666666666667,2023-03-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2023-09,1,5.0,2023-09-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2023-11,2,5.0,2023-11-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2024-09,1,1.0,2024-09-01
B015LOH854,Delicate Initial Disc Necklace Mothers Day Jewelry Gift for Mom Grandma Rose Gold Silver Initial Necklaces for Women Best Friend Personalized Bridesmaids Dainty Custom Charm Pendant Mother's Day - CN,2025-01,2,5.0,2025-01-01
B015M0EWBA,"Vintage Camera (#3) Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2020-01,2,5.0,2020-01-01
B015M0EWBA,"Vintage Camera (#3) Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2021-02,1,5.0,2021-02-01
B015M1FF5G,"Vintage Camera (#5) Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2020-03,1,4.0,2020-03-01
B015M1HH66,"Vintage Camera (#6) Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2020-02,1,5.0,2020-02-01
B015M3DRDQ,"Eye Chart Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2019-10,1,5.0,2019-10-01
B015M3DRDQ,"Eye Chart Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2020-02,1,5.0,2020-02-01
B015M42WK4,"Human Hand Dissection, Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",2019-10,1,5.0,2019-10-01
B015M530JK,"Carved WAKE FOREST Sign - V-Carved, Painted and Distressed Wall Decor North Carolina University Winston-Salem",2020-10,1,5.0,2020-10-01
B015M9KG3Y,Super Thin Pure Silver Stacking Rings (sold per ring),2018-11,1,5.0,2018-11-01
B015M9KG3Y,Super Thin Pure Silver Stacking Rings (sold per ring),2020-05,1,5.0,2020-05-01
B015M9KG3Y,Super Thin Pure Silver Stacking Rings (sold per ring),2023-04,1,5.0,2023-04-01
B015M9KG3Y,Super Thin Pure Silver Stacking Rings (sold per ring),2025-01,1,5.0,2025-01-01
B015M9KG3Y,Super Thin Pure Silver Stacking Rings (sold per ring),2025-04,2,5.0,2025-04-01
B015M9N5XW,USA Flag Fabric Button Earrings,2022-07,1,5.0,2022-07-01
B015M9ZPVM,Pink Flamingo Fabric Button Earrings,2019-05,1,5.0,2019-05-01
B015M9ZPVM,Pink Flamingo Fabric Button Earrings,2021-02,1,5.0,2021-02-01
B015MA1E2A,Dachshund Fabric Button Earrings,2019-07,1,5.0,2019-07-01
B015MA1E2A,Dachshund Fabric Button Earrings,2021-08,1,5.0,2021-08-01
B015MA2LYA,"Zen Circle, Vintage Dictionary Art Print, Modern Antique Wall Art For Home Decor, Meditation Zen Yoga Studio, Country Farmhouse Wall Decor 8x10 Inches, Ready to Frame",2022-07,1,5.0,2022-07-01
B015MA5DYU,"""Fireside Collection"" Themed Wood Snowflakes in Gift Box",2020-06,1,5.0,2020-06-01
B015MD4ZC8,"Calla Lily Shawl Pin, Golden Brass Calla Lily Shawl Pin, Sweater Pin",2019-06,1,5.0,2019-06-01
B015MDA2C0,"Veterinarian Birthstone Necklace, Veterinary Doctor Jewelry, Caduceus Personalized Necklace, Vet Charm",2019-09,1,3.0,2019-09-01
B015MDA2C0,"Veterinarian Birthstone Necklace, Veterinary Doctor Jewelry, Caduceus Personalized Necklace, Vet Charm",2023-11,1,4.0,2023-11-01
B015NC2Z84,Melted Mason Jar/Blue Ball Jar Spoon Rest/Unique Home Decor/Ball Jar Soap Holder/Vintage Style Ball Jar/Housewarming Gift,2019-01,1,5.0,2019-01-01
B015NDK77Y,Hand Stamped Sterling Silver Mini Dog Tag Name Necklace,2021-06,1,5.0,2021-06-01
B015NES2AM,"50th Birthday Party Ideas. Number""50"" Cupcake Toppers - Set of 12",2019-10,1,3.0,2019-10-01
B015NKPL8W,"David Bowie Labyrinth quote bracelet- fear me, love me, do as i say and i will be your slave | david Bowie Gift idea | Music lover gift idea | Silver bracelet | custom bracelet | gift under 25",2019-04,1,5.0,2019-04-01
B015NKPL8W,"David Bowie Labyrinth quote bracelet- fear me, love me, do as i say and i will be your slave | david Bowie Gift idea | Music lover gift idea | Silver bracelet | custom bracelet | gift under 25",2019-07,1,5.0,2019-07-01
B015NLBF8G,Personalized 2022 Custom Christmas Ornament - Solid Wood Starry Nights Design,2019-02,1,5.0,2019-02-01
B015NLBF8G,Personalized 2022 Custom Christmas Ornament - Solid Wood Starry Nights Design,2020-02,1,4.0,2020-02-01
B015NLBF8G,Personalized 2022 Custom Christmas Ornament - Solid Wood Starry Nights Design,2021-02,1,5.0,2021-02-01
B015NLBF8G,Personalized 2022 Custom Christmas Ornament - Solid Wood Starry Nights Design,2021-04,1,5.0,2021-04-01
B015NLBF8G,Personalized 2022 Custom Christmas Ornament - Solid Wood Starry Nights Design,2022-01,2,5.0,2022-01-01
B015NMG7M4,Speak your mind 8x11 Maggie Kuhn poster - Heartful Art by Raphaella Vaisseau,2022-08,1,2.0,2022-08-01
B015NQ2T86,Flirty Sweetheart Pinup Apron Black and White Damask with a black top and red ties,2019-08,1,5.0,2019-08-01
B015NR67E2,Botanical spinner ring on Wide silver vine design Twotone meditation ring leaves band boho ring - Nothing else matters R1736A,2020-05,1,3.0,2020-05-01
B015NSJ11W,16K Gold Your Name Bar Bracelet - Personalized gift Gold Plated bar Delicate Hand Stamp Best bridesmaid Wedding Graduation Gift,2019-06,1,5.0,2019-06-01
B015NSJ11W,16K Gold Your Name Bar Bracelet - Personalized gift Gold Plated bar Delicate Hand Stamp Best bridesmaid Wedding Graduation Gift,2019-09,1,2.0,2019-09-01
